Time,axis_2_enc_position_resolver_motor,axis_2_actual_position,axis_2_raw_position_resolver_motor,raw_position_2_ext
3597,329.578857421875,-0.07863276979782062,-5540.0,3063
3695,329.578857421875,-0.07863276979782062,-5540.0,3063
3796,329.578857421875,-0.07863276979782062,-5540.0,3063
3897,329.578857421875,-0.07863276979782062,-5540.0,3063
3994,329.578857421875,-0.07863276979782062,-5540.0,3063
4100,329.578857421875,-0.07863276979782062,-5540.0,3063
4196,329.5843505859375,-0.07863276979782062,-5543.0,3063
4297,329.5843505859375,-0.07863276979782062,-5543.0,3063
4398,329.5843505859375,-0.07863276979782062,-5543.0,3063
4494,329.5843505859375,-0.07863276979782062,-5543.0,3063
4597,329.5843505859375,-0.07863276979782062,-5543.0,3063
4696,329.5843505859375,-0.07863276979782062,-5543.0,3063
4799,329.5843505859375,-0.07863276979782062,-5543.0,3063
4901,329.5843505859375,-0.07863276979782062,-5543.0,3063
4995,329.5843505859375,-0.078505003968577,-5543.0,3063
5099,329.5843505859375,-0.078505003968577,-5543.0,3063
5198,329.5843505859375,-0.078505003968577,-5543.0,3063
5299,329.58984375,-0.078505003968577,-5538.0,3063
5397,329.58984375,-0.078505003968577,-5538.0,3063
5497,329.58984375,-0.078505003968577,-5538.0,3063
5592,329.58984375,-0.078505003968577,-5538.0,3063
5697,329.58984375,-0.078505003968577,-5538.0,3063
5799,329.58984375,-0.078505003968577,-5538.0,3063
5899,329.58984375,-0.078505003968577,-5538.0,3063
6019,329.58984375,-0.07634718107468483,-5538.0,3063
6133,329.58984375,-0.07634718107468483,-5538.0,3063
6213,329.58984375,-0.07634718107468483,-5538.0,3063
6295,179.36279296875,-0.07634718107468483,54622.0,3063
6398,179.36279296875,-0.07634718107468483,54622.0,3063
6503,179.36279296875,-0.07634718107468483,54622.0,3063
6602,179.36279296875,-0.07634718107468483,54622.0,3063
6702,179.36279296875,-0.07634718107468483,54622.0,3063
6797,179.36279296875,-0.07634718107468483,54622.0,3063
6898,179.36279296875,-0.07634718107468483,54622.0,3063
6999,179.36279296875,1.3937264502023536,98176.0,3063
7095,179.36279296875,1.3937264502023536,98176.0,3063
7197,179.36279296875,1.3937264502023536,98176.0,3063
7301,179.36279296875,1.3937264502023536,98176.0,3063
7400,179.36279296875,1.3937264502023536,98176.0,3063
7499,179.36279296875,1.3937264502023536,98176.0,3063
7594,179.219970703125,1.3937264502023536,98176.0,3089
7694,179.219970703125,1.3937264502023536,98176.0,3089
7794,179.219970703125,1.3937264502023536,98176.0,3089
7894,179.219970703125,1.3937264502023536,98176.0,3089
8000,179.219970703125,1.3937264502023536,98176.0,3089
8097,179.219970703125,1.0592497054458179,98176.0,3089
8198,179.219970703125,1.0592497054458179,98176.0,3089
8297,179.219970703125,1.0592497054458179,5740.0,3089
8398,179.219970703125,1.0592497054458179,5740.0,3089
8498,179.219970703125,1.0592497054458179,5740.0,3089
8593,92.43896484375,1.0592497054458179,5740.0,3089
8697,92.43896484375,1.0592497054458179,5740.0,3089
8795,92.43896484375,1.0592497054458179,5740.0,3089
8899,92.43896484375,1.0592497054458179,5740.0,3089
9002,92.43896484375,-3.0463632552652693,-272283.0,3089
