Time,axis_3_raw_position_resolver_motor,axis_3_actual_position,raw_position_3_ext
60317,-8916047.0,-101.61437150374537,3753
60416,-8916047.0,-101.61437150374537,3753
60518,-8916047.0,-101.61437150374537,3753
60618,-8916047.0,-101.61437150374537,3753
60717,-9036294.0,-102.92230579577128,3753
60817,-9036294.0,-102.92230579577128,3753
60918,-9036294.0,-102.92230579577128,3753
61017,-9036294.0,-102.92230579577128,3753
61118,-9036294.0,-102.92230579577128,3753
61217,-9036294.0,-102.92230579577128,3753
61318,-9036294.0,-102.92230579577128,3753
61417,-9155707.0,-104.25608570122047,3753
61518,-9155707.0,-104.25608570122047,3753
61617,-9155707.0,-104.25608570122047,3649
61717,-9155707.0,-104.25608570122047,3649
61817,-9155707.0,-104.25608570122047,3649
61918,-9155707.0,-104.25608570122047,3649
62016,-9155707.0,-104.25608570122047,3649
62117,-9155707.0,-105.71426047551988,3649
62218,-9155707.0,-105.71426047551988,3649
62317,-9155707.0,-105.71426047551988,3649
62416,-9277423.0,-105.71426047551988,3649
62518,-9277423.0,-105.71426047551988,3649
62617,-9277423.0,-106.91058559339965,3649
62718,-9277423.0,-106.91058559339965,3649
62817,-9392455.0,-106.91058559339965,3649
62918,-9392455.0,-106.91058559339965,3649
63017,-9392455.0,-106.91058559339965,3649
63117,-9392455.0,-106.91058559339965,3649
63217,-9392455.0,-106.91058559339965,3649
63317,-9392455.0,-106.91058559339965,3649
63417,-9392455.0,-106.91058559339965,3649
63518,-9502634.0,-108.2512782292295,3539
63617,-9502634.0,-108.2512782292295,3539
63717,-9502634.0,-108.2512782292295,3539
63817,-9502634.0,-108.2512782292295,3539
63916,-9502634.0,-108.2512782292295,3539
64017,-9502634.0,-108.2512782292295,3539
64117,-9502634.0,-108.2512782292295,3539
64217,-9502634.0,-109.847319127121,3539
