Time,axis_1_raw_position_resolver_motor,raw_position_1_ext,axis_1_actual_position
102281,-15692222.0,591,-224.05790928857803
102381,-15692222.0,591,-224.05790928857803
102481,-15814526.0,591,-224.05790928857803
102582,-15814526.0,591,-224.05790928857803
102688,-15814526.0,591,-224.05790928857803
102779,-15814526.0,591,-224.05790928857803
102880,-15814526.0,591,-224.05790928857803
102979,-15922465.0,591,-225.74030133565148
103084,-15922465.0,591,-225.74030133565148
103179,-15922465.0,591,-225.74030133565148
103283,-15922465.0,591,-225.74030133565148
103385,-15922465.0,591,-225.74030133565148
103477,-15922465.0,546,-225.74030133565148
103582,-15922465.0,546,-225.74030133565148
103683,-15922465.0,546,-227.3539411703886
103781,-15922465.0,546,-227.3539411703886
103882,-16044304.0,546,-227.3539411703886
103981,-16044304.0,546,-227.3539411703886
104084,-16044304.0,546,-227.3539411703886
104180,-16044304.0,546,-227.3539411703886
104281,-16044304.0,546,-227.3539411703886
104382,-16044304.0,546,-229.0432183760379
104483,-16044304.0,546,-229.0432183760379
104585,-16159724.0,546,-229.0432183760379
104679,-16159724.0,546,-229.0432183760379
104782,-16159724.0,546,-229.0432183760379
104881,-16159724.0,546,-229.0432183760379
104981,-16159724.0,546,-229.0432183760379
105081,-16264937.0,546,-230.53196001458778
105183,-16264937.0,546,-230.53196001458778
105280,-16264937.0,501,-230.53196001458778
105381,-16264937.0,501,-230.53196001458778
105480,-16264937.0,501,-230.53196001458778
105580,-16264937.0,501,-232.08447099813344
105681,-16264937.0,501,-232.08447099813344
105783,-16379754.0,501,-232.08447099813344
105882,-16379754.0,501,-232.08447099813344
105979,-16379754.0,501,-232.08447099813344
106082,-16379754.0,501,-232.08447099813344
106179,-16379754.0,501,-232.08447099813344
106281,-16379754.0,501,-232.08447099813344
106380,-16379754.0,501,-232.08447099813344
106480,-16379754.0,501,-234.05342760399705
106585,-16379754.0,501,-234.05342760399705
106681,-16515063.0,501,-234.05342760399705
106784,-16515063.0,501,-234.05342760399705
106881,-16515063.0,501,-234.05342760399705
106980,-16515063.0,501,-234.05342760399705
107083,-16515063.0,501,-234.05342760399705
107179,-16515063.0,501,-235.67748745191915
107282,-16515063.0,501,-235.67748745191915
107381,-16624572.0,455,-235.67748745191915
107482,-16624572.0,455,-235.67748745191915
107585,-16624572.0,455,-235.67748745191915
107681,-16624572.0,455,-235.67748745191915
107781,-16624572.0,455,-235.67748745191915
107880,-16624572.0,455,-237.23113413172476
107980,-16624572.0,455,-237.23113413172476
108081,-16624572.0,455,-237.23113413172476
108179,-16735138.0,455,-237.23113413172476
108281,-16735138.0,455,-237.23113413172476
108382,-16735138.0,455,-237.23113413172476
108481,-16735138.0,455,-237.23113413172476
108582,-16735138.0,455,-238.9555185480096
108684,-16735138.0,455,-238.9555185480096
108783,-16858223.0,455,-238.9555185480096
108878,-16858223.0,455,-238.9555185480096
108982,-16858223.0,455,-238.9555185480096
109080,-16858223.0,455,-238.9555185480096
109181,-16858223.0,455,-238.9555185480096
109280,-16858223.0,410,-240.52110423474787
109388,-16858223.0,410,-240.52110423474787
109482,-16974551.0,410,-240.52110423474787
109584,-16974551.0,410,-240.52110423474787
109681,-16974551.0,410,-240.52110423474787
109779,-16974551.0,410,-240.52110423474787
109881,-16974551.0,410,-240.52110423474787
109980,-16974551.0,410,-242.26283641140333
110086,-16974551.0,410,-242.26283641140333
110185,-17097368.0,410,-242.26283641140333
110284,-17097368.0,410,-242.26283641140333
110381,-17097368.0,410,-242.26283641140333
110479,-17097368.0,410,-242.26283641140333
